"","03_months-Prkdc","03_months-Rag","03_months-WT","06_months-WT","12_months-WT","16_months-Prkdc","16_months-Rag","16_months-WT","23_months-WT","cell_type_id","pval_WT_03_06","qval_WT_03_06","pval_WT_06_12","qval_WT_06_12","pval_WT_12_16","qval_WT_12_16","pval_WT_16_23","qval_WT_16_23","pval_WT_03_16","qval_WT_03_16","pval_WT_06_23","qval_WT_06_23","qval_WT_03_16_corrected","qval_WT_06_23_corrected","LFC_16_over_03_WT","LFC_23_over_06_WT"
"11",0,0,0,0,0,0,0,0,0.000848243565871434,"Cacna1b positive cells-4-Liver",0.999999999628456,0.999999999628456,0.999999999628456,0.999999999628456,0.999999999169202,0.999999999169202,5.9834914532049e-66,2.67897230973037e-65,0.999999998949115,0.999999998949115,3.29562632502647e-103,1.7546983406222e-102,1,5.96098309941423e-102,0,9.73003457262246
"12",0,0,0,0,0,0,0,0,0.000665900034765865,"Cacna1b positive cells-5-Liver",0.999999999628456,0.999999999628456,0.999999999628456,0.999999999628456,0.999999999169202,0.999999999169202,2.85221151252901e-52,1.12377133593643e-51,0.999999998949115,0.999999998949115,1.36521881198457e-81,6.55970990148681e-81,1,1.98462364334793e-80,0,9.38132671406927
"13",2.08559018637542e-05,1.28385162138385e-05,1.5247016784142e-05,3.71750867679238e-05,4.51193398315545e-05,5.80319057970162e-05,3.85216491668318e-05,1.73076198503906e-05,0.000535897012673783,"Cacna1b positive cells-6-Liver",0.86644209033998,0.964345151395344,0.105408141051857,0.201605862011805,0.444841462705941,0.596148082673948,1.92254922573242e-25,4.67582959838627e-25,0.624618330601512,0.776004087908009,4.72715049765088e-33,1.31161781413693e-32,0.720219432318136,3.40441572537242e-32,0.172269400195492,3.81394203645031
"14",0,0,0,0,0,0,0,0,0.000278126922151205,"Cacna1b positive cells-7-Liver",0.999999999628456,0.999999999628456,0.999999999628456,0.999999999628456,0.999999999169202,0.999999999169202,9.72055249486363e-23,2.15162791178442e-22,0.999999998949115,0.999999998949115,5.28287947192442e-35,1.57685947874108e-34,1,4.01069669773759e-34,0,8.12477747068486
"15",0,0,0,0,0,0,0,0,0.000104297595806702,"Cacna1b positive cells-8-Liver",0.999999999628456,0.999999999628456,0.999999999628456,0.999999999628456,0.999999999169202,0.999999999169202,1.51228995770171e-09,2.42212294038404e-09,0.999999998949115,0.999999998949115,2.92608695328772e-14,5.76439129797681e-14,1,1.23893109942333e-13,0,6.71832868637249
"16",0,0,0,0,0,0,0,0,9.09261091648169e-05,"Cacna1b positive cells-9-Liver",0.999999999628456,0.999999999628456,0.999999999628456,0.999999999628456,0.999999999169202,0.999999999169202,1.4732190912177e-08,2.18213654864577e-08,0.999999998949115,0.999999998949115,1.03439957801457e-12,1.95939150835453e-12,1,4.06001834370721e-12,0,6.52240277373423
"17",0.00211970726097355,0.00159597013461497,0.00212766578746572,0.00138102658376359,0.000581402320820093,0.00142739099923237,0.000470737018745907,0.00117166505105099,0.00104880985176646,"Cholangiocytes-0-Liver",4.28921803031499e-05,0.000162495375379241,4.54913818246052e-05,0.000183650509868995,0.0012579277662635,0.00485905431282174,2.61450549937435e-05,3.43371722251165e-05,0.192408475081728,0.293833097605429,0.342733210448308,0.370980453067674,0.286326867604927,0.423560406489172,-0.860158461865891,-0.396657325278384
"18",0.00089480062256566,0.00102188809340786,0.00100212688950861,0.00133041224109752,0.000842707375685296,0.00116196339986332,0.0005856541002801,0.00110840100413338,0.000884386460057131,"Cholangiocytes-1-Liver",0.00472156970936669,0.0127417703115786,0.063167790624265,0.141069166484154,0.503800920548886,0.657276697669738,0.488963053640438,0.504323149566316,0.273531486101772,0.38489787687178,0.0376343120534755,0.0452070699666749,0.378832421647656,0.0597793099190172,0.145276826653755,-0.588578121643582
"19",9.27006239622955e-05,7.64508165866885e-05,0.000106731486136741,5.87614532735683e-05,5.85740415661069e-05,5.14035678746852e-05,4.04747883473505e-05,8.09616575382766e-05,2.3639648580167e-05,"Cholangiocytes-10-Liver",0.293077154342939,0.449946943235611,0.571239064313533,0.716777679425261,0.600323120848561,0.753271686669851,0.406556060700989,0.42601885084093,0.764932180339368,0.886421408981503,0.608399553748077,0.64786330858579,0.833907452958397,0.68713291210568,-0.394418894830019,-1.27823355195386
"20",0.000101433727945603,8.07993790262546e-05,9.72798735481242e-05,8.00590691001771e-05,3.74660862058464e-05,4.51197925824896e-05,2.59186493135128e-05,5.86741843471605e-05,3.76458608908642e-05,"Cholangiocytes-11-Liver",0.70994099557983,0.86332330943967,0.0612048326562706,0.141069166484154,0.37865682471515,0.529045350843153,0.74808653901607,0.755759221467517,0.37034657753027,0.496314801180022,0.469642752965061,0.502824034424549,0.47863362423652,0.550910880271328,-0.71978905940128,-1.06865970260428
"21",0.000100693012140087,4.62579719417845e-05,5.74034665443553e-05,6.27112351466716e-05,8.58771080183204e-05,5.15758491897529e-05,1.84624173948752e-05,8.29155039869067e-05,5.42220440874004e-05,"Cholangiocytes-12-Liver",0.734200408132759,0.881935856110692,0.0560940574877013,0.131553920536633,0.553228670565204,0.703135794202227,0.403362854110538,0.424933060212706,0.330868553783524,0.452646563162181,0.806404128704635,0.831736195574937,0.439181289685604,0.857760489204794,0.522883380499537,-0.206303515316011
"22",5.727608393238e-05,4.79869923758127e-05,7.80026253331825e-05,6.3696094042732e-05,3.23036547823163e-05,4.33160221010688e-05,3.49716956092317e-05,4.60108188590428e-05,3.75754986916668e-05,"Cholangiocytes-13-Liver",0.797283295247996,0.934909578356281,0.938634909113011,0.999999999628456,0.278230733754578,0.406010774441866,0.309723835486589,0.331606497776402,0.863489308579649,0.983279732891277,0.755723998111117,0.783566461199421,0.910339923764471,0.815118629454832,-0.748907785861693,-0.745993806066672
"23",5.31496000333322e-05,6.48900803833478e-05,4.71164164735038e-05,6.60126758510038e-05,2.92221124967528e-05,4.72181568107272e-05,3.49597012129756e-05,3.04378846486326e-05,5.23132194093272e-05,"Cholangiocytes-14-Liver",0.324306932774362,0.491449736588841,0.33163486172974,0.485276177237065,0.347482939005922,0.499665248059611,0.0854938371819307,0.0979202670048858,0.98484407075685,0.999999998949115,0.737605602797432,0.77291650931433,0.998066867472408,0.798869202809029,-0.61402505343073,-0.329940711525111
"24",7.417348053536e-05,5.24977496767153e-05,9.05097540485312e-05,1.32062966730335e-05,0,3.67396102965884e-05,3.49716956092317e-05,4.1600014151832e-05,2.0186813271988e-05,"Cholangiocytes-15-Liver",0.000745239880974481,0.00244687094253288,0.298204761704933,0.448445328670776,0.461300611816053,0.611263933377755,0.908285965862703,0.908285965862703,0.244347122549593,0.35394399369316,0.065683854893746,0.0770221393694522,0.346607320566372,0.0990050424185688,-1.10307161911509,0.57663608809648
"25",4.19667299607027e-05,2.66012467395748e-05,4.71622810554641e-05,4.30770713870896e-05,2.07724940443771e-05,3.46506062263361e-05,1.10061854762376e-05,2.62605295964839e-05,3.87577840221916e-05,"Cholangiocytes-16-Liver",0.846157893472674,0.955266669083432,0.297951864270643,0.448445328670776,0.264056127689267,0.394083766324134,0.0849992771978157,0.0979202670048858,0.948754002037759,0.999999998949115,0.64445203845365,0.678914714306787,0.974243719922215,0.719213605610059,-0.821090132465083,-0.14879102239213
"26",2.45839617581987e-05,5.07469957778499e-06,0,6.5441993587182e-06,4.90580847723705e-06,0,4.59658866892132e-05,2.81852250368328e-05,9.79509120836107e-06,"Cholangiocytes-17-Liver",0.993639873106303,0.999999999628456,0.152646983192921,0.268495140080405,0.0972550992788489,0.197518088226116,0.607614274593468,0.620207316553954,0.0313066789360564,0.0581831674566331,0.3094133081711,0.342440571402847,0.0617170842913216,0.386889848541436,4.86716628725591,0.516935727359873
"27",0.000985462991464765,0.000765633727713834,0.000967941457049009,0.00130159392796814,0.000874363701000167,0.00075877194750039,0.000592622069036483,0.000679047598054314,0.0015328194386435,"Cholangiocytes-2-Liver",0.00145374574310474,0.00427444643868109,0.0349201312703991,0.0893411150684237,0.0639336596474053,0.136901423375422,0.117670978476215,0.130967134236239,0.10700225108163,0.17421027655439,4.09792601308921e-15,8.32259200596467e-15,0.176835299155958,1.78913899904062e-14,-0.510773774017792,0.235741251961589
"28",0.00075658213810376,0.000848825055466968,0.0012391294030636,0.00107577974486329,0.000585409453986534,0.000854097227931293,0.000479118210282811,0.000848624866817844,0.00102947919811461,"Cholangiocytes-3-Liver",0.0641108069074093,0.128875805722037,2.08928659092588e-05,9.35430587300905e-05,0.823630015468069,0.937890826862483,0.0332648643810152,0.0387762028583431,0.101013668835186,0.165830773004431,0.314422446741502,0.346040346413831,0.168284656272541,0.392902930105187,-0.545592771863176,-0.0634077949597599
"29",0.000598018913855199,0.000554481009606579,0.000620572707423364,0.000459499812071661,0.000324576440863008,0.000376052479043629,0.000244445544461185,0.000375864577536124,0.000621246732742483,"Cholangiocytes-4-Liver",0.121101823603757,0.215437129782441,0.899943077490698,0.999999999628456,0.0517974653580073,0.120255518492554,0.169564380410959,0.184553496911376,0.188332085622056,0.289854850527695,0.174826787780752,0.197936075820736,0.281279351502951,0.234917884984406,-0.721876959193377,0.434286182447675
"30",0.000354718310322095,0.000212286150989726,0.000584408048413008,3.49728184243243e-05,6.1951641776479e-05,0.000448117014979917,0.000180361570784277,6.34573738481067e-05,0.00010809336320386,"Cholangiocytes-5-Liver",1.02286103852911e-26,9.15925566319248e-26,0.00688818324114336,0.0218866467500846,0.977778245415106,0.999999999169202,0.0890173240531984,0.101366548199307,4.86779599877944e-17,2.39738952939887e-16,6.1387352121117e-05,8.39813081101392e-05,3.68843615737631e-16,0.000144365103100889,-3.18302526484008,1.60058423431168
"31",8.85400800056647e-05,0.000139953482959057,0.000119948788997664,0.000278753509313316,0.000203553060335373,0.000148058600921594,4.7919025869732e-05,0.000185865248237673,0.000545461030303676,"Cholangiocytes-6-Liver",0.00141711273363028,0.00422986679583583,0.498730484845532,0.662784241384163,0.0127523011503965,0.0366935578358537,0.000172245394939401,0.000216129571994025,0.0277851090945342,0.0521301570630784,0.629734618631114,0.666976988550159,0.055471288502567,0.70559759581134,0.627601968320195,0.965962387941247
"32",0.000167331069426706,0.000104915178949428,0.000163734301864086,0.000228302791518209,0.000181002291700527,0.00015022735146373,2.39655101329941e-05,0.000195619618318955,8.35308616740222e-05,"Cholangiocytes-7-Liver",0.122303139639824,0.215437129782441,0.949733027200809,0.999999999628456,0.99295885161948,0.999999999169202,0.306261436016507,0.329691272651649,0.357066220081582,0.48179483120597,0.159455298308199,0.181576264547487,0.464999546972945,0.216861415751795,0.255266286054501,-1.43970385694326
"33",0.000173937453669052,0.000105762573720316,0.000154012324124016,0.000116175788671913,0.00011031989957593,9.29657883776518e-05,6.8334582445126e-05,7.84168388027179e-05,0.000104830706847154,"Cholangiocytes-8-Liver",0.353736799198854,0.52004589135951,0.992451661013869,0.999999999628456,0.0595412989600705,0.129519369607779,0.132122287548521,0.146225228354262,0.29754481003615,0.412791039275504,0.909528065314245,0.92359293230364,0.403546433791254,0.9374731240437,-0.964866079851161,-0.14691621807894
"34",4.06901637390825e-05,0.000103235991652437,0.000145868522579298,0.000197476360941316,0.000118916349331863,5.17481305048206e-05,0.000162651297763819,6.07955436272886e-05,9.67439454295071e-05,"Cholangiocytes-9-Liver",0.907708398548458,0.987001337900479,0.013473150653351,0.0408340104416944,0.0529674710690456,0.121312032798943,0.00515249466611078,0.00622724815474738,0.0151234413892834,0.0304012036090697,0.0943294017357122,0.109311130246678,0.0324014778673239,0.136419639577255,-1.24895051779045,-1.0218879436248
"35",0.00535448287420693,0.00772773296147789,0.0042539717557282,0.0052967196674895,0.0026389508917408,0.00476568700953369,0.00234191819902442,0.00482572538618705,0.00553367199294663,"Hepatic stellate cells-0-Liver",9.11646617882795e-10,5.44225405220942e-09,6.47569135680852e-08,3.54364221469799e-07,4.57001523168184e-08,2.81341562700413e-07,3.27763168980736e-45,1.1327955138457e-44,2.89067103352031e-23,1.7256430109197e-22,2.53344274121051e-30,6.74443540565501e-30,2.85072457451438e-22,1.74146458130495e-29,0.181895192386855,0.0631263150769716
"36",0.00230497206119566,0.00370711407047598,0.00402953959759648,0.00426251774584092,0.00233062923978496,0.00477149613396559,0.00136681029278456,0.00325236094809593,0.00406597723492477,"Hepatic stellate cells-1-Liver",0.00180358977022324,0.00514937948889824,0.29731639848879,0.448445328670776,2.61653080043868e-08,1.6627631215691e-07,1.21707599175281e-52,4.89314225255723e-52,0.0145238196888477,0.0294968296773504,3.32798258422311e-33,9.50163143611525e-33,0.0312019662171467,2.41447904677924e-32,-0.309042102923232,-0.068087346218325
"37",0.000304271467555631,0.000616053713026871,0.00146451932158995,0.000742599613586955,0.000433107038670911,0.000894841094074536,0.00125683499895702,0.000727034651653332,0.00109675952456315,"Hepatic stellate cells-10-Liver",1.70710729383985e-08,8.40750342216127e-08,0.067884810210813,0.144875238792228,0.394829809821078,0.540149114824669,7.16572310778997e-09,1.1115334269564e-08,0.00342320755047093,0.00793378691109146,3.73881035985506e-09,6.13788034076205e-09,0.00843975479623016,1.21681846288815e-08,-1.00933296491068,0.561964126197787
"38",0.000560732524817225,0.000469415375608214,0.000825644090204771,0.000886850887609121,0.000964634809588032,0.00101067528653082,0.000669454357439273,0.000902464729816566,0.000807240916044113,"Hepatic stellate cells-11-Liver",0.937739844964836,0.999999999628456,0.392343184296247,0.552082909331148,0.545875023466597,0.699029103679218,0.0926478961114894,0.103702474624792,0.587699941331167,0.74215954129641,0.0389556863413911,0.0465107285409337,0.688368328774942,0.0616536568104678,0.128201967200738,-0.135532012056948
"39",0.000388740359920343,0.000423759757956662,0.000583042246224722,0.000577305718462723,0.000300784261260295,0.000518629122087139,0.000285929335237567,0.000469139139422196,0.000553824959180288,"Hepatic stellate cells-12-Liver",0.524914760449909,0.680317156635738,0.234323848576002,0.382272599492457,0.67470847361439,0.805561026072938,2.6264462260801e-08,3.83266597435392e-08,0.625872478712712,0.776004087908009,1.44533912588656e-06,2.15705914999737e-06,0.720607063346258,3.93136248725209e-06,-0.312984938128372,-0.0597996782544403
"40",0.000391627164348908,0.000517703915459325,0.000439331269541638,0.000440855674615483,0.000318520296858271,0.000648312632352017,0.000298223987872473,0.000524189117235466,0.000659351079177447,"Hepatic stellate cells-13-Liver",0.603263528611601,0.766728484751518,0.888321268738289,0.997188615265387,0.385425484354489,0.530970772152687,0.000186892577717058,0.000233024289938358,0.0979487929091832,0.162150522715202,2.95886470127748e-09,4.89828862312322e-09,0.164154146954972,9.70220881580125e-09,0.254247722585899,0.579658032624541
"41",0.000315714499275767,0.000266354271841608,0.000349916556849752,0.000399238820024127,0.000271474549161645,0.0004294638335379,0.00032249784522388,0.000366656294481554,0.000430400656318568,"Hepatic stellate cells-14-Liver",0.264334491376286,0.419950764525228,0.944903949806207,0.999999999628456,0.321943060331887,0.466343991804278,9.41671983348937e-05,0.000120460636831,0.186280007231574,0.288954026965512,4.98402654733908e-05,6.86610650227831e-05,0.279064514650354,0.000117916239893345,0.0672296666921571,0.108167267242526
"42",0.000510749273018936,0.000349936606144707,0.000461229277117048,0.000192440858665658,9.58525037963507e-05,0.000260798147907084,0.000274959132950098,0.000278731786145641,0.000363229943651087,"Hepatic stellate cells-15-Liver",7.1937108470087e-07,3.2208205383198e-06,0.505853908325882,0.662784241384163,0.171618183341973,0.275943179897748,6.07367911430257e-05,7.87180779945794e-05,0.0191316303069621,0.0375928741535129,7.18331910734367e-11,1.24132795100588e-10,0.0398575631395043,2.5654711097656e-10,-0.724564443773278,0.912956978666727
"43",4.67753887408186e-05,9.61793064135834e-05,0.000224328509633307,0.000401428462764376,0.000290119403703159,0.000194900946534838,0.000120159886675896,0.000405798203743892,0.000559590638999417,"Hepatic stellate cells-16-Liver",0.00163669181786464,0.00474159247234314,0.33254966460408,0.485276177237065,0.222867012569209,0.337729242124109,1.87784144219798e-06,2.53379975419865e-06,4.45032119329707e-05,0.000127059894939061,7.02893426493391e-07,1.05702293907785e-06,0.000141781742562427,1.97343111515491e-06,0.852283447101372,0.478215306801059
"44",0.000288142094318586,0.000207236050221148,0.000280850589068654,0.000198159476127675,0.000190428740712084,0.000157687058252912,0.000163339958578182,0.000206992700508346,0.000364378596787481,"Hepatic stellate cells-17-Liver",0.180895209877992,0.309881359530125,0.721343309394866,0.845860904468979,0.161521325854669,0.267730493863004,8.55846922176306e-09,1.31720190366197e-08,0.861211185793117,0.983279732891277,5.4518551052336e-11,9.67365213401934e-11,0.908517503055585,1.95599006289231e-10,-0.438397684762879,0.87546800036039
"45",0.000228390035846517,0.000273115205181853,0.00021844888219428,0.000209043055052255,0.000123292278285414,0.000213913236333975,0.000157860854632575,0.000193760286386714,0.000267965082667451,"Hepatic stellate cells-18-Liver",0.704443627695631,0.861958973018877,0.198052843631718,0.330647544029224,0.658234569975202,0.800445742500708,1.12343689122175e-06,1.53692408035198e-06,0.99303041087377,0.999999998949115,5.80198278594883e-06,8.4043427119994e-06,1,1.49525820320743e-05,-0.172185394424546,0.356733807970348
"46",0.000207171079646447,0.000148357183132086,0.000257665804123237,0.000214947196670635,0.000118294018899781,0.000144706515959019,0.000146974695155871,0.000198973589382501,0.000297082008052388,"Hepatic stellate cells-19-Liver",0.556880461860038,0.717029091414559,0.0492004658035185,0.11820111906455,0.546449147038577,0.699029103679218,3.96027430454091e-11,6.6116443897844e-11,0.462217521545598,0.595142821859364,1.22204185212828e-08,1.97329708909238e-08,0.570021359887761,3.84644287859141e-08,-0.371279865822684,0.46503071000264
"47",0.00262307008580892,0.0026694043752991,0.00477333378776136,0.00362991195444652,0.00249086751542071,0.00386811265656677,0.00300277268902618,0.00324682283219549,0.00487415587752267,"Hepatic stellate cells-2-Liver",1.08885730188487e-08,5.64486548608734e-08,4.18262005696393e-08,2.3542175749197e-07,0.145951531820944,0.250021319728051,2.60855251751705e-25,6.26688836525438e-25,0.00196499019016027,0.00477905021557497,9.95382725193066e-17,2.13141735720689e-16,0.00505080975532354,4.63449252239951e-16,-0.555826496943953,0.425116401299166
"48",0.000227878666297278,0.000195033240908877,0.000264256603063502,0.000153698038436962,0.000101913824804298,0.000232046145617475,0.000128868602564433,0.000126446867618498,0.000312613625831083,"Hepatic stellate cells-20-Liver",0.0590610927638593,0.12119828410917,0.75715606808508,0.87967360498802,0.144087992603597,0.250021319728051,1.20820263143744e-08,1.81691540758149e-08,0.221151611792444,0.330052026690238,6.16654604820133e-09,1.00397485247575e-08,0.320533690100542,1.98066229453275e-08,-1.05749274943937,1.01953333917656
"49",0.000147162995831131,0.000200812146137233,0.000229316788201852,0.000172130667613544,0.000142840372251479,0.000202338504794734,0.000120147892279639,0.000221945511423546,0.000214379656121328,"Hepatic stellate cells-21-Liver",0.196625742752059,0.325506481698787,0.953758301900085,0.999999999628456,0.955953301516438,0.999999999169202,0.249158575557066,0.269693622993088,0.695823001641822,0.827077031367056,0.0203341856288019,0.0255148698654393,0.777428204225492,0.03413673164801,-0.0469284215093414,0.315020685196481
"50",8.02362154181912e-06,2.68902923017687e-05,2.12284479438438e-05,4.74169808933019e-05,8.7470697316399e-06,0,1.65092782143565e-05,1.74899948437575e-05,0.000506115581963654,"Hepatic stellate cells-22-Liver",0.0516191500694682,0.109343791007368,0.570988573094518,0.716777679425261,0.106020188563838,0.206791852941348,2.28433201436247e-50,8.82379229077267e-50,0.239757736370799,0.34986869677813,1.90411877410642e-59,7.50222796997928e-59,0.342195980642226,2.13533319667648e-58,-0.2656623962126,3.38872957823042
"51",4.81694547841321e-05,7.52448012008758e-05,6.22215017546631e-05,7.67370593001866e-05,2.72717950900892e-05,5.01572500638008e-05,1.65092782143565e-05,4.32836251301172e-05,6.56577842001562e-05,"Hepatic stellate cells-23-Liver",0.750546381936687,0.896106892372893,0.104199779253564,0.201605862011805,0.740056720633422,0.849490773938935,0.0126170697719894,0.0149732695486862,0.988844957061789,0.999999998949115,0.226074148868587,0.254494899012066,1,0.294601937021647,-0.513641976890788,-0.221829172280646
"52",0.00136781481422609,0.00289738676316341,0.00193156904919372,0.00442401841810824,0.00327510617336723,0.0046691301575235,0.00260724593297539,0.00399982592435297,0.0026618342098742,"Hepatic stellate cells-3-Liver",2.97483030687643e-37,2.93020785227328e-36,0.266635591059555,0.420021070894089,0.709388690028643,0.826920543997886,0.0248333064534175,0.0292943794690015,2.32871306617131e-21,1.34928374716396e-20,0.00396372307888088,0.00517121487774526,2.14056177628159e-20,0.0075303064301101,1.0497778970458,-0.73272085205909
"53",0.00167744178813548,0.00167493476508671,0.00161502280437598,0.00371581533111829,0.00468656481870091,0.0027938681597568,0.00434558018036996,0.00331000290784224,0.00279933267976829,"Hepatic stellate cells-4-Liver",3.72511486007705e-23,3.05769844764658e-22,0.454102452248341,0.625581699950512,0.11222321598319,0.214640519890178,9.41566084233535e-07,1.29712250765039e-06,6.96126471002873e-05,0.000193150584207839,1.56565952912648e-13,2.9945138566788e-13,0.000215758326072931,6.37470295832099e-13,1.0348207210538,-0.408468780450205
"54",0.000967745294330039,0.00168439464559108,0.00153298909251179,0.00182263055373081,0.00132012956072064,0.00279454178530845,0.00176885640428191,0.00276980128910111,0.00610962838405733,"Hepatic stellate cells-5-Liver",0.00872138335272505,0.0223131496167121,0.642820601591465,0.786556885177134,0.130024018360349,0.234997537770539,5.1558432181901e-121,3.50241763442569e-120,5.73047684590023e-21,3.22543982469242e-20,1.21222581006877e-244,1.13718325992165e-243,5.19448536262319e-20,5.11611430593539e-243,0.853015025613502,1.7445072607231
"55",0.000745989175860354,0.000888971411665718,0.000893678663825439,0.00169518995837712,0.00152454379688338,0.00104903016940915,0.000868538715251814,0.00131944033267766,0.00149443409161455,"Hepatic stellate cells-6-Liver",3.94377175889402e-07,1.80679775930726e-06,0.00250493063829262,0.00897220610442994,0.0791603667851495,0.165899917624196,1.52871227629548e-05,2.02118334516919e-05,0.00188186818858251,0.00463410041438444,0.146194604936956,0.167443820770816,0.00485942936854366,0.201338183992124,0.561577594568147,-0.181733420276529
"56",0.00225445757493854,0.000910674901090473,0.00238591013175331,0.000649248937154492,0.000426751903532627,0.00124840570904994,0.000634246280989165,0.000620563888145453,0.000934387414378705,"Hepatic stellate cells-7-Liver",9.93355549304825e-65,1.63075869344209e-63,0.0623970846725927,0.141069166484154,0.257261048370752,0.386873484954489,2.3158674524424e-11,3.93298179423407e-11,2.02093699451264e-41,2.21180326621662e-40,1.16014994073257e-11,2.07772307567559e-11,3.30507404310922e-40,4.33262465972913e-11,-1.94116965627173,0.524571881395978
"57",0.000867861483419625,0.00105181800061362,0.00114154702923383,0.00104849546696695,0.000583035774517144,0.000817783883971256,0.000547816300268339,0.000975920563390657,0.00146302520924558,"Hepatic stellate cells-8-Liver",0.884158723046322,0.978535215955761,0.0637317554166991,0.141069166484154,0.0152266444692739,0.042589121553594,5.48207469849066e-18,1.07996871560266e-17,0.0825786732581793,0.140241367516046,3.69263440878447e-17,7.99394481901692e-17,0.142220839200682,1.74621566921434e-16,-0.225940388537968,0.480244460511099
