"","organ","immune_annotation","age_group","cell_type_count","organ_cell_count","normalized_prop"
"991","gWAT","CD8+ naive T cells","03_months",116,106042,0.00109390618811414
"992","gWAT","CD8+ naive T cells","06_months",147,186467,0.000788343245721763
"993","gWAT","CD8+ naive T cells","12_months",308,156133,0.00197267714064291
"994","gWAT","CD8+ naive T cells","16_months",238,61071,0.00389710337148565
"995","gWAT","CD8+ naive T cells","23_months",6066,190411,0.0318574031962439
"996","gWAT","CD8+ tissue-resident memory T cells","03_months",537,106042,0.00506403123290772
"997","gWAT","CD8+ tissue-resident memory T cells","06_months",1192,186467,0.00639255203333566
"998","gWAT","CD8+ tissue-resident memory T cells","12_months",1933,156133,0.0123804704963076
"999","gWAT","CD8+ tissue-resident memory T cells","16_months",845,61071,0.0138363544071654
"1000","gWAT","CD8+ tissue-resident memory T cells","23_months",1367,190411,0.00717920708362437
"1001","gWAT","Car1+ double negative cells","23_months",1,190411,5.25179742766962e-06
"1002","gWAT","Epb41l3+ double negative cells","03_months",2,106042,1.88604515192094e-05
"1003","gWAT","Epb41l3+ double negative cells","12_months",6,156133,3.84287754670697e-05
"1004","gWAT","Epb41l3+ double negative cells","16_months",3,61071,4.91231517414157e-05
"1005","gWAT","Epb41l3+ double negative cells","23_months",5,190411,2.62589871383481e-05
"1006","gWAT","Gammadelta T cells","03_months",229,106042,0.00215952169894947
"1007","gWAT","Gammadelta T cells","06_months",757,186467,0.00405969957150595
"1008","gWAT","Gammadelta T cells","12_months",1589,156133,0.0101772207028623
"1009","gWAT","Gammadelta T cells","16_months",1049,61071,0.0171767287255817
"1010","gWAT","Gammadelta T cells","23_months",3392,190411,0.0178140968746553
"1011","gWAT","Liver-resident T cells","03_months",13,106042,0.000122592934874861
"1012","gWAT","Liver-resident T cells","06_months",19,186467,0.000101894705229344
"1013","gWAT","Liver-resident T cells","12_months",42,156133,0.000269001428269488
"1014","gWAT","Liver-resident T cells","16_months",21,61071,0.00034386206218991
"1015","gWAT","Liver-resident T cells","23_months",47,190411,0.000246834479100472
"1016","gWAT","Prf1+ natural killer cells","03_months",575,106042,0.00542237981177269
"1017","gWAT","Prf1+ natural killer cells","06_months",739,186467,0.0039631677454992
"1018","gWAT","Prf1+ natural killer cells","12_months",652,156133,0.00417592693408825
"1019","gWAT","Prf1+ natural killer cells","16_months",279,61071,0.00456845311195166
"1020","gWAT","Prf1+ natural killer cells","23_months",803,190411,0.0042171933344187
"1021","gWAT","Sema6d+ natural killer cells","03_months",147,106042,0.00138624318666189
"1022","gWAT","Sema6d+ natural killer cells","06_months",135,186467,0.000723988695050599
"1023","gWAT","Sema6d+ natural killer cells","12_months",193,156133,0.00123612561085741
"1024","gWAT","Sema6d+ natural killer cells","16_months",85,61071,0.00139182263267345
"1025","gWAT","Sema6d+ natural killer cells","23_months",195,190411,0.00102410049839558
"1026","gWAT","Stab1+ double negative cells","03_months",4,106042,3.77209030384187e-05
"1027","gWAT","Stab1+ double negative cells","06_months",12,186467,6.43545506711643e-05
"1028","gWAT","Stab1+ double negative cells","12_months",37,156133,0.000236977448713597
"1029","gWAT","Stab1+ double negative cells","16_months",19,61071,0.0003111132943623
"1030","gWAT","Stab1+ double negative cells","23_months",86,190411,0.000451654578779587
"1031","gWAT","Type 2 innate lymphoid cells","03_months",727,106042,0.00685577412723261
"1032","gWAT","Type 2 innate lymphoid cells","06_months",678,186467,0.00363603211292079
"1033","gWAT","Type 2 innate lymphoid cells","12_months",690,156133,0.00441930917871302
"1034","gWAT","Type 2 innate lymphoid cells","16_months",234,61071,0.00383160583583043
"1035","gWAT","Type 2 innate lymphoid cells","23_months",971,190411,0.0050994953022672
"1036","gWAT","Type 3 innate lymphoid cells","03_months",7,106042,6.60115803172328e-05
"1037","gWAT","Type 3 innate lymphoid cells","06_months",16,186467,8.58060675615524e-05
"1038","gWAT","Type 3 innate lymphoid cells","12_months",19,156133,0.000121691122312388
"1039","gWAT","Type 3 innate lymphoid cells","16_months",17,61071,0.000278364526534689
"1040","gWAT","Type 3 innate lymphoid cells","23_months",61,190411,0.000320359643087847
"1041","iWAT","CD4+ Ccr9+ T helper cells","03_months",70,111502,0.000627791429750139
"1042","iWAT","CD4+ Ccr9+ T helper cells","06_months",233,137795,0.00169091766754962
"1043","iWAT","CD4+ Ccr9+ T helper cells","12_months",184,114505,0.00160691672852714
"1044","iWAT","CD4+ Ccr9+ T helper cells","16_months",37,46678,0.000792664638587772
"1045","iWAT","CD4+ Ccr9+ T helper cells","23_months",398,181636,0.00219119557796913
"1046","iWAT","CD4+ T follicular helper cells","03_months",576,111502,0.005165826621944
"1047","iWAT","CD4+ T follicular helper cells","06_months",778,137795,0.00564606843499401
"1048","iWAT","CD4+ T follicular helper cells","12_months",548,114505,0.00478581721322213
"1049","iWAT","CD4+ T follicular helper cells","16_months",315,46678,0.0067483611123013
"1050","iWAT","CD4+ T follicular helper cells","23_months",2118,181636,0.0116606840053734
"1051","iWAT","CD4+ T regulatory cells","03_months",3413,111502,0.0306093164248175
"1052","iWAT","CD4+ T regulatory cells","06_months",2536,137795,0.0184041510940165
"1053","iWAT","CD4+ T regulatory cells","12_months",2278,114505,0.0198943277586132
"1054","iWAT","CD4+ T regulatory cells","16_months",837,46678,0.017931359526972
"1055","iWAT","CD4+ T regulatory cells","23_months",4545,181636,0.025022572617763
"1056","iWAT","CD4+ memory T cells","03_months",1223,111502,0.0109684131226346
"1057","iWAT","CD4+ memory T cells","06_months",4153,137795,0.0301389745636634
"1058","iWAT","CD4+ memory T cells","12_months",3995,114505,0.0348893061438365
"1059","iWAT","CD4+ memory T cells","16_months",822,46678,0.0176100089978148
"1060","iWAT","CD4+ memory T cells","23_months",2478,181636,0.0136426699552952
"1061","iWAT","CD4+ naive T cells","03_months",14642,111502,0.131316030205736
"1062","iWAT","CD4+ naive T cells","06_months",12355,137795,0.0896621793243586
"1063","iWAT","CD4+ naive T cells","12_months",9900,114505,0.0864591065892319
"1064","iWAT","CD4+ naive T cells","16_months",2164,46678,0.0463601696730794
"1065","iWAT","CD4+ naive T cells","23_months",4189,181636,0.0230626087339514
"1066","iWAT","CD8+ Gzmb+ cytotoxic T cells","03_months",18,111502,0.00016143208193575
"1067","iWAT","CD8+ Gzmb+ cytotoxic T cells","06_months",24,137795,0.000174171776914982
"1068","iWAT","CD8+ Gzmb+ cytotoxic T cells","12_months",27,114505,0.000235797563425178
"1069","iWAT","CD8+ Gzmb+ cytotoxic T cells","16_months",8,46678,0.000171386948883843
"1070","iWAT","CD8+ Gzmb+ cytotoxic T cells","23_months",26,181636,0.000143143429716576
"1071","iWAT","CD8+ Gzmk+ cytotoxic T cells","03_months",137,111502,0.00122867751251099
"1072","iWAT","CD8+ Gzmk+ cytotoxic T cells","06_months",295,137795,0.00214086142457999
"1073","iWAT","CD8+ Gzmk+ cytotoxic T cells","12_months",314,114505,0.00274223833020392
"1074","iWAT","CD8+ Gzmk+ cytotoxic T cells","16_months",225,46678,0.00482025793735807
"1075","iWAT","CD8+ Gzmk+ cytotoxic T cells","23_months",2452,181636,0.0134995265255786
"1076","iWAT","CD8+ naive T cells","03_months",3148,111502,0.0282326774407634
"1077","iWAT","CD8+ naive T cells","06_months",3453,137795,0.0250589644036431
"1078","iWAT","CD8+ naive T cells","12_months",3273,114505,0.0285839046329855
"1079","iWAT","CD8+ naive T cells","16_months",777,46678,0.0166459574103432
"1080","iWAT","CD8+ naive T cells","23_months",8589,181636,0.0472868814552181
"1081","iWAT","CD8+ tissue-resident memory T cells","03_months",1078,111502,0.00966798801815214
"1082","iWAT","CD8+ tissue-resident memory T cells","06_months",1723,137795,0.0125040821510214
"1083","iWAT","CD8+ tissue-resident memory T cells","12_months",1142,114505,0.00997336360857604
"1084","iWAT","CD8+ tissue-resident memory T cells","16_months",676,46678,0.0144821971806847
"1085","iWAT","CD8+ tissue-resident memory T cells","23_months",1156,181636,0.00636437710586007
"1086","iWAT","Car1+ double negative cells","03_months",1,111502,8.96844899643056e-06
"1087","iWAT","Car1+ double negative cells","06_months",2,137795,1.45143147429152e-05
"1088","iWAT","Car1+ double negative cells","12_months",2,114505,1.74664861796428e-05
"1089","iWAT","Car1+ double negative cells","16_months",3,46678,6.42701058314409e-05
"1090","iWAT","Car1+ double negative cells","23_months",1,181636,5.50551652756062e-06
"1091","iWAT","Epb41l3+ double negative cells","03_months",3,111502,2.69053469892917e-05
"1092","iWAT","Epb41l3+ double negative cells","06_months",8,137795,5.80572589716608e-05
"1093","iWAT","Epb41l3+ double negative cells","12_months",10,114505,8.73324308982141e-05
"1094","iWAT","Epb41l3+ double negative cells","23_months",7,181636,3.85386156929243e-05
"1095","iWAT","Gammadelta T cells","03_months",1825,111502,0.0163674194184858
"1096","iWAT","Gammadelta T cells","06_months",2252,137795,0.0163431184005225
"1097","iWAT","Gammadelta T cells","12_months",2420,114505,0.0211344482773678
"1098","iWAT","Gammadelta T cells","16_months",825,46678,0.0176742791036463
"1099","iWAT","Gammadelta T cells","23_months",5530,181636,0.0304455063974102
"1100","iWAT","Liver-resident T cells","03_months",23,111502,0.000206274326917903
"1101","iWAT","Liver-resident T cells","06_months",55,137795,0.000399143655430168
"1102","iWAT","Liver-resident T cells","12_months",44,114505,0.000384262695952142
"1103","iWAT","Liver-resident T cells","16_months",17,46678,0.000364197266378165
"1104","iWAT","Liver-resident T cells","23_months",36,181636,0.000198198594992182
"1105","iWAT","Prf1+ natural killer cells","03_months",933,111502,0.00836756291366971
"1106","iWAT","Prf1+ natural killer cells","06_months",670,137795,0.00486229543887659
"1107","iWAT","Prf1+ natural killer cells","12_months",622,114505,0.00543207720186891
"1108","iWAT","Prf1+ natural killer cells","16_months",169,46678,0.00362054929517117
"1109","iWAT","Prf1+ natural killer cells","23_months",899,181636,0.00494945935827699
"1110","iWAT","Sema6d+ natural killer cells","03_months",267,111502,0.00239457588204696
"1111","iWAT","Sema6d+ natural killer cells","06_months",175,137795,0.00127000254000508
"1112","iWAT","Sema6d+ natural killer cells","12_months",184,114505,0.00160691672852714
"1113","iWAT","Sema6d+ natural killer cells","16_months",59,46678,0.00126397874801834
"1114","iWAT","Sema6d+ natural killer cells","23_months",307,181636,0.00169019357396111
"1115","iWAT","Stab1+ double negative cells","03_months",12,111502,0.000107621387957167
"1116","iWAT","Stab1+ double negative cells","06_months",65,137795,0.000471715229144744
"1117","iWAT","Stab1+ double negative cells","12_months",67,114505,0.000585127287018034
"1118","iWAT","Stab1+ double negative cells","16_months",6,46678,0.000128540211662882
"1119","iWAT","Stab1+ double negative cells","23_months",46,181636,0.000253253760267788
"1120","iWAT","Type 2 innate lymphoid cells","03_months",161,111502,0.00144392028842532
"1121","iWAT","Type 2 innate lymphoid cells","06_months",142,137795,0.00103051634674698
"1122","iWAT","Type 2 innate lymphoid cells","12_months",135,114505,0.00117898781712589
"1123","iWAT","Type 2 innate lymphoid cells","16_months",58,46678,0.00124255537940786
"1124","iWAT","Type 2 innate lymphoid cells","23_months",523,181636,0.0028793851439142
"1125","iWAT","Type 3 innate lymphoid cells","03_months",316,111502,0.00283402988287206
"1126","iWAT","Type 3 innate lymphoid cells","06_months",294,137795,0.00213360426720853
"1127","iWAT","Type 3 innate lymphoid cells","12_months",237,114505,0.00206977861228767
"1128","iWAT","Type 3 innate lymphoid cells","16_months",45,46678,0.000964051587471614
"1129","iWAT","Type 3 innate lymphoid cells","23_months",325,181636,0.0017892928714572
